Location,Message,Name,City,Country
"Richmond, United States","Well, this is pretty cool, but I don't see the point in it.",Joey Hunsinger,Richmond, United States
"Akashi, Japan","Watching, wondering
Our gaze turns toward your sky.
When is Spring in space?",David G.,Akashi, Japan
"Canberra, Australia",Bite me aliens,Ben,Canberra, Australia
"Colchester, United States",IN CANADA MILK COMES IN BAGS!!!!!!!!!!! Well that's all I could really think of anything else.,Jack Dwyer,Colchester, United States
"hobart, Australia","Hello from Kim, 1 of many people hoping that you receive and maybe even reply to these greetings! How totally awesome that would be!",kim,hobart, Australia
"Bathurst, Australia","Hail from the planet Earth in the Solar System! While distance separates us today, our collective dreams of a better tomorrow may unite us in the future.",David West,Bathurst, Australia
"/b/, United States",I'm 12 and what is this?,Anonymous,/b/, United States
"Innisfail, Australia","1 I
2 II
3 III
4 IIII
5 IIIII
6 IIIIII
7 IIIIIII
8 IIIIIIII
9 IIIIIIIII
10 IIIIIIIIII
11 IIIIIIIIIII
20 IIIIIIIIIIIIIIIIIIII",Luke,Innisfail, Australia
"Fremantle, Australia","Greetings hypothetical alien life forms.  Humans are full of useful protein, minerals and water.  They are also extremely naive. Enjoy!",Paul Weaver,Fremantle, Australia
"Adelaide, Australia","Our beer's Better Than your beer!. Wanna Fight about it?...nah, just kidding...our beer is better though..love your work!",Beer Fingers,Adelaide, Australia
"Brisbane, Australia","Greetings Glieselings,
Come over to Earth, we have Cake.",Amal,Brisbane, Australia
"Barcelona, Spain","Hello who ever may receive this message, We come in peace!
The Game.",David,Barcelona, Spain
"Sydney, Australia","If you get any of our radio or TV transmittions, belive only what we call the 'news', and no, aliens haven't wiped us out yet.",Joshua,Sydney, Australia
"Minnesota, Australia",Hello from Earth! I am sending this message because I am head-over-heels in love with my fiance' Chris!,Dave H,Minnesota, Australia
"Sydney, Australia",Hi! I am having a BBQ at mine if you fancy a beer? B x,Becky,Sydney, Australia
"Clayton, Australia",Please beam us up cause we are trashing this joint quicker than we can work out how to get off,Tricky,Clayton, Australia
"London, United Kingdom","So, i herd you liek mudkips?",Anon Emouuse,London, United Kingdom
"Radelaide, Australia",Hi! If you can read this how did you pick up English with nobody to teach you. Purple monkey dishwasher. peace,Cranwell,Radelaide, Australia
"Kurri Kurri, Australia","Hi Alien ppl,feel free to make some crop circles in Kurri NSW.Do you fly around in UFO's?We would be grateful for any tips on free and re-newable energy sources",Steve McGrath,Kurri Kurri, Australia
"melbourne, Australia","Can you confirm that we are not alone in the universe? Hopefully you are peaceful and enlightened beyond that of our intellect. Peace, love and kindness - Earth",Kallen,melbourne, Australia
"Ferntree Gully, Australia",Hello from planet Earth.Please come and visit us sometime.,Bert Standaar,Ferntree Gully, Australia
"Sydney, Australia",Hello. We are a race hungry for knowledge. It would be the highlight of our short lives to hear back from you.Send us a message if you can or come help us learn,Gabrielle,Sydney, Australia
"Melbourne, Australia","Hello, My name is Alex, i am one of the many beings on the planet earth and i wish to send you this message and hope it finds you in good stead. see you in 2029",Alex,Melbourne, Australia
"Melbourne, Australia","I dream of a village, a town, a city, country, a world, a universe - living in peace and beauty, living with love, for eternity.",Amiee,Melbourne, Australia
"Geelong, Australia",Did ET get home Safe?,Chris,Geelong, Australia
"Sydney, Australia","Hi there, got any cool stuff we could swap? We're particularly interested in either a time machine or a peace generator.",Andy,Sydney, Australia
"Melbourne, Australia",We think you'll get here before we get there. Melbourne is notorious for it's culture and inclement weather so please bring a variety of clothing. All the best.,John Derrick,Melbourne, Australia
"Pyrmont, Australia","Hi Aliens,

Is Public Enemies still playing at the cinemas in Gliese 581d? 

I dont think you guys would really like it theres no Lazers or Spaceships in it",Neil,Pyrmont, Australia
"London, Australia","Hello.
I created your world.
Worship the almighty Peachofmeat.
That is all.",Peach Ofmeat,London, Australia
"Niddrie, Australia","Hello from Phillip Geoghegan. If someone receives this, I am assuming your awesome. So therefore, your awesome. Cheers.",Phillip Geoghegan,Niddrie, Australia
"Prospect, Adelaide SA, Australia","Hello Earthlings, welcome from Gliese 581d (we call it Btgxkwnq).We understand you are about to inundate us with massages.This is likely to rub us the wrong way",Ashley,"Prospect, Adelaide SA", Australia
"NSW, Australia","Hello, greetings and peace from our home planet EARTH. 
Do you understand English?
Do you have many languages on your planet?
Feel free to visit!
Peace!",Jakob,NSW, Australia
"Adelaide, Australia",I knew I should have taken that left turn at Albuquerque.,Andrew Robinson,Adelaide, Australia
"Blenheim, New Zealand","For us to travel to your planet using our technology it would take 1,760,098 Earth years! so come to us! I only have 73 years remaining, so you better be quick!",Jason,Blenheim, New Zealand
"geelong, Australia",i am a red head and I want to be abducted,chris,geelong, Australia
"brisbane, Australia","If you do not have something called ice cream then im sorry but we can't be friends. jks! whats it like your side of the universe.

peace.",Courtney Duncan,brisbane, Australia
"Melbourne, Australia","Hi. 160 characters is a ""perfectly sufficient"" message length required to communicate most concepts on our planet. We're what you might call, simple folk.",Iain Dooley,Melbourne, Australia
"Turramurra, Australia","ATTENTION: LIFE ON DISTANT PLANET

YOU HAVE BEEN INVITED TO EARTH FOR A SUNDAY ARFTERNOON BBQ WITH A FEW BEERS. 

RSVP ONE DAY

AWWHHH SLATER.

Marksy",Chris Marks,Turramurra, Australia
"Melbourne, Australia","Aliens - due to delay in radio transmission speeds by the time you get this, I'll be living on Mars. Please note change of address for future correspondence.",Andrew Lane,Melbourne, Australia
"Adelaide, Australia",Hello aliens from another galaxy. The students in A4 maths groups wanted to say G'day and please come and visit us soon.,A4 Maths Group,Adelaide, Australia
"westerville, United States","The game, chris hanson, longcat, the various chans, mudkips, fsjal, facepalm, trolls, house, raptor jesus, girugamesh, pedobear, and ceiling cat welcome you!",anon,westerville, United States
"Sydney, Australia",We can split the atom but our rival factions have not destroyed each other. We are mostly harmless. Our best qualities are love and creativity. What are yours?,Richard Bennett,Sydney, Australia
"Melbourne, Australia",Hello there! Do you have Olga Berg handbags where you're from? I can help you shop for some here on Earth if you like?,Kirsty,Melbourne, Australia
"Melbourne, Australia",G'day. Please don't bring any more stuff. We're really short on good ideas. It'll be great though. (Don't forget its your shout).,Babs,Melbourne, Australia
"Wellington, Australia",We are all very sorry that BigBrother predated our transition towards digital TV tranmission. Please dont base any plans for invasion/attack on these broadcasts,Conrad Johnston,Wellington, Australia
"Adelaide, Australia","Hello! I hope you exist. Please visit Earth sometime, we're a friendly lot. We've had some great achievements, AC/DC's Back in Black album comes to mind.",K,Adelaide, Australia
"Byron Bay, Australia","1 = Beep 0 = Stop 1 = Beep 0 = Stop
Electricity.Binary Code.Processor.Operating System.Input.Output.Antennas 
1 = Beep 0 = Stop 1 = Beep 0 = Stop",Matt Hart,Byron Bay, Australia
"Canberra, Australia",So where the bloody hell are you!,Paul Schofield,Canberra, Australia
"geelong, Australia",I am a red head ET please come and abduct me,chris,geelong, Australia
"Gold Coast, Australia",Hello from the Malone family. Please help us save our planet Earth from destruction by greedy humans. Also are there any birds on your planet?,Mikalah Malone,Gold Coast, Australia
"Brisbane, Australia",Hi to all of our mates out there. Look forward to taking a holiday in your solar system some day as I hope you can visit ours and do some surfing and fishing.,Ron Gibson,Brisbane, Australia
"Newcastle NSW, Australia","Hello from Australia on Planet Earth.
We are a peace loving nation and invite you to come and visit and share our experiences and lifestyle on this planet.",PopPop,Newcastle NSW, Australia
"Sydney, Australia",greetingsfromlaurajamesrickelizabethandgeorgeandrew,George Andrew,Sydney, Australia
"Adelaide, Australia","Ello from ERF. Ope ewe hav the most bestest ejumacated peopl up their. Know won is down hear.
Shuzzbut & nanoo nanoo from Robz",Rob Koper,Adelaide, Australia
"Sydney, Australia","Up, up, down, down, left, right, left, right, B, A, Start (and sometimes Select)",Tony R,Sydney, Australia
"Gold Coast, Australia","Do your females have high standards? I'm not much to look at, but I feel as though I can't connect with anyone from earth.",SleeplessonEarth,Gold Coast, Australia
"Sydney, Australia",Hey!!! Come party with us! by the time you get this ill be too old to party but ill have the beer bongs waiting!,Shaeila Morris,Sydney, Australia
"Campbelltown, Australia",Reigion has caused so many Wars on Earth. Do you have religions?,Dean and Helen Hewson,Campbelltown, Australia
"Sydney, Australia","Wishing peace and prosperity from Earth, 2009.  My hope is that we Earthlings learn to live in harmony and mutual respect by the time you receive this message.",Benjamin Gifford,Sydney, Australia
"Indianapolis, United States",Know the most basic workings of the universe and you will know your universe. Begin with mathematics and you will end with understanding.,Steven,Indianapolis, United States
"louisville, Australia","Hallo thar Joopahs, I am from /b/. /b/ is a imageboard on teh interwebz that is the most randomness place on teh interwebz. Goodbai joopahs. Is boxxy there?",Izaak Prats,louisville, Australia
"Sydney, Australia","I + I = II
II + II = IIII
IIII + IIII = IIIIIIII",Dylan Estela,Sydney, Australia
"Perth, Australia",Gliese 581d looks lovely... you're welcome in Perth anytime.,Steve,Perth, Australia
"Christchurch, New Zealand",Has Major Tom got there yet?,Dave,Christchurch, New Zealand
"Adelaide, Australia","Come in peace: many of us welcome an exchange of ideas and experiences. Take care, not all humans are peaceful but the rest of us can be a lot of fun",Tiger Leaton,Adelaide, Australia
"Canberra, Australia",Hello and nanoo nanoo from Canberra. Please come and visit us!,Lori,Canberra, Australia
